,organisation,alternative name,records lost,year,breach_date,story,sector,method,interesting story,data sensitivity,displayed records,source name,1st source link,2nd source link,ID,organisation_lower,Unnamed: 0,name,domain,year founded,industry,size range,locality,country,linkedin url,current employee estimate,total employee estimate,article_date,Publication,Headline,URL,BreachMentioned,CompanyMentioned
9917,CarPhone Warehouse,UK mobile phone supplier,2400000,2015,2015-08-01,"The breach exposed names, addresses, birth date and bank details. Around 480,000 were TalkTalk Mobile customers; 1.9m were customers of Carphone Warehouse directly.",telecoms,hacked,,3.0,,The Guardian,http://www.theguardian.com/technology/2015/aug/10/carphone-warehouse-uk-data-watchdog-investigating-customer-hack,,179,carphone warehouse,908668,carphone warehouse,carphonewarehouse.com,1989.0,retail,1001 - 5000,"london, greater london, united kingdom",united kingdom,linkedin.com/company/carphone-warehouse,1567,9190,2015-08-08,BBC,Carphone Warehouse in data breach,http://www.bbc.com/news/uk-33835185,True,Carphone Warehouse
9918,UCLA Health,,4500000,2015,2015-05-01,"Patient information was exposed in a hack on the network. In 2019, the firm reached a $2 million class-action lawsuit settlement.",health ,hacked,,4.0,"4,500,000",Health IT Security,https://healthitsecurity.com/news/ucla-health-reaches-7.5m-settlement-over-2015-breach-of-4.5m,,176,ucla health,4721861,ucla health,,1955.0,hospital & health care,10001+,"los angeles, california, united states",united states,linkedin.com/company/ucla-health,5443,11527,2015-07-17,USA Today,Hack at UCLA Health could involve 4.5 million people,http://www.usatoday.com/story/tech/2015/07/17/ucla-health-hack-45-million-patients-medical/30304977/,True,UCLA Health
9919,UCLA Health,,4500000,2015,2015-05-01,"Patient information was exposed in a hack on the network. In 2019, the firm reached a $2 million class-action lawsuit settlement.",health ,hacked,,4.0,"4,500,000",Health IT Security,https://healthitsecurity.com/news/ucla-health-reaches-7.5m-settlement-over-2015-breach-of-4.5m,,176,ucla health,4721861,ucla health,,1955.0,hospital & health care,10001+,"los angeles, california, united states",united states,linkedin.com/company/ucla-health,5443,11527,2015-07-17,CNN,Hospital network hacked; 4.5M affected,http://money.cnn.com/2015/07/17/technology/ucla-health-hack/index.html,True,UCLA Health
9921,AOL,,2400000,2014,2014-04-01,User accounts were compromised in order to send out spam messages.,web,hacked,,1.0,,NBC News,https://www.nbcnews.com/tech/security/youve-got-hacked-aol-confirms-significant-number-mail-users-hit-n91701,,174,aol,4160749,aol,aol.com,1985.0,internet,5001 - 10000,"new york, new york, united states",united states,linkedin.com/company/aol,2616,21458,2014-04-28,Daily Mail,AOL hacked: Email security breach may have exposed a 'significant number' of users' private information,http://www.dailymail.co.uk/news/article-2615144/AOL-reports-email-security-breach.html,Yes,AOL
9922,AOL,,2400000,2014,2014-04-01,User accounts were compromised in order to send out spam messages.,web,hacked,,1.0,,NBC News,https://www.nbcnews.com/tech/security/youve-got-hacked-aol-confirms-significant-number-mail-users-hit-n91701,,174,aol,4160749,aol,aol.com,1985.0,internet,5001 - 10000,"new york, new york, united states",united states,linkedin.com/company/aol,2616,21458,2014-04-28,CNBC,"AOL investigates cyberattack, data compromised",http://www.cnbc.com/id/101540867,True,AOL
9923,AOL,,2400000,2014,2014-04-01,User accounts were compromised in order to send out spam messages.,web,hacked,,1.0,,NBC News,https://www.nbcnews.com/tech/security/youve-got-hacked-aol-confirms-significant-number-mail-users-hit-n91701,,174,aol,4160749,aol,aol.com,1985.0,internet,5001 - 10000,"new york, new york, united states",united states,linkedin.com/company/aol,2616,21458,2014-04-28,USA Today,AOL says it's investigating security breach,http://www.usatoday.com/story/tech/2014/04/28/aol-spoofed-emails-security-breach/8429601/,True,AOL
9924,AOL,,2400000,2014,2014-04-01,User accounts were compromised in order to send out spam messages.,web,hacked,,1.0,,NBC News,https://www.nbcnews.com/tech/security/youve-got-hacked-aol-confirms-significant-number-mail-users-hit-n91701,,174,aol,4160749,aol,aol.com,1985.0,internet,5001 - 10000,"new york, new york, united states",united states,linkedin.com/company/aol,2616,21458,2014-04-28,Washington Post,AOL warns e-mail users to change their passwords,http://www.washingtonpost.com/blogs/the-switch/wp/2014/04/28/millions-of-people-still-use-aol-mail-and-now-they-have-to-change-their-passwords/?tid=hpModule_1728cf4a-8a79-11e2-98d9-3012c1cd8d1e,True,AOL
9938,Community Health Systems,,4500000,2014,2014-08-01,"The US hospital operator suffered a system breach, leaking 5 years worth of data. Details included names, addresses, social security numbers. The goal: identity theft.",health ,hacked,y,2.0,,CNN,http://money.cnn.com/2014/08/18/technology/security/hospital-chs-hack/,,173,community health systems,6567741,community health systems,chs.net,1985.0,hospital & health care,5001 - 10000,"franklin, tennessee, united states",united states,linkedin.com/company/community-health-systems,4802,9446,2014-08-18,New York Times,Bits Blog: Hack of Community Health Systems Affects 4.5 Million PatientsNYT Now,http://bits.blogs.nytimes.com/2014/08/18/hack-of-community-health-systems-affects-4-5-million-patients/,Yes,Community Health Systems
9939,Community Health Systems,,4500000,2014,2014-08-01,"The US hospital operator suffered a system breach, leaking 5 years worth of data. Details included names, addresses, social security numbers. The goal: identity theft.",health ,hacked,y,2.0,,CNN,http://money.cnn.com/2014/08/18/technology/security/hospital-chs-hack/,,173,community health systems,6567741,community health systems,chs.net,1985.0,hospital & health care,5001 - 10000,"franklin, tennessee, united states",united states,linkedin.com/company/community-health-systems,4802,9446,2014-08-18,USA Today,"Health network reports 4.5 million patients had information…9 hours, 30 minutes              | Tech",http://www.usatoday.com/story/tech/2014/08/18/community-health-systems-hack-attack-45-million/14226421/,Yes,Community Health Systems
9940,Sony Pictures,,10000000,2014,2014-12-01,"Potentially every piece of data held by the company was hacked, including unreleased films, employee social security numbers and sensitive internal documents. North Korea suspected.",misc,hacked,,2.0,,Buzzfeed,http://www.buzzfeed.com/tomgara/sony-hack,,171,sony pictures,5596072,sony pictures,,,entertainment,1 - 10,,,linkedin.com/company/toro-tv.---sony-pictures-espa-a,3,23,2014-12-05,Daily Mail,Has royal family been compromised by Sony Pictures cyber-attack? Princess Beatrice was working at studio when hackers 'linked to North Korea' stole details about staff,http://www.dailymail.co.uk/news/article-2861934/Has-royal-family-compromised-Sony-Pictures-cyber-attack-Princess-Beatrice-working-studio-hackers-linked-North-Korea-stole-details-staff.html,True,Sony Pictures
9941,Sony Pictures,,10000000,2014,2014-12-01,"Potentially every piece of data held by the company was hacked, including unreleased films, employee social security numbers and sensitive internal documents. North Korea suspected.",misc,hacked,,2.0,,Buzzfeed,http://www.buzzfeed.com/tomgara/sony-hack,,171,sony pictures,5596072,sony pictures,,,entertainment,1 - 10,,,linkedin.com/company/toro-tv.---sony-pictures-espa-a,3,23,2014-12-19,Washington Post,Lawsuits against Sony Pictures could test employer responsibility for data breaches,http://www.washingtonpost.com/blogs/the-switch/wp/2014/12/19/lawsuits-against-sony-pictures-could-test-employer-responsibility-for-data-breaches/,True,Sony Pictures
9946,Ebay,,145000000,2014,2014-05-01,"Hackers attacked between late February and early March, using the login credentials of three corporate employees. They then accessed a database containing all user records.",web,hacked,y,1.0,"145,000,000",Business Insider,https://www.businessinsider.com/cyber-thieves-took-data-on-145-million-ebay-customers-by-hacking-3-corporate-employees-2014-5?r=US&IR=T,,169,ebay,752826,ebay,ebayinc.com,1995.0,internet,10001+,"san jose, california, united states",united states,linkedin.com/company/ebay,10115,26752,2014-05-22,BBC,Anger over eBay hack delays,http://www.bbc.com/news/technology-27517907,True,eBay
9947,Ebay,,145000000,2014,2014-05-01,"Hackers attacked between late February and early March, using the login credentials of three corporate employees. They then accessed a database containing all user records.",web,hacked,y,1.0,"145,000,000",Business Insider,https://www.businessinsider.com/cyber-thieves-took-data-on-145-million-ebay-customers-by-hacking-3-corporate-employees-2014-5?r=US&IR=T,,169,ebay,752826,ebay,ebayinc.com,1995.0,internet,10001+,"san jose, california, united states",united states,linkedin.com/company/ebay,10115,26752,2014-07-23,BBC,Arrests made after eBay Stubhub thefts,http://www.bbc.com/news/technology-28440296,True,eBay
9949,Ebay,,145000000,2014,2014-05-01,"Hackers attacked between late February and early March, using the login credentials of three corporate employees. They then accessed a database containing all user records.",web,hacked,y,1.0,"145,000,000",Business Insider,https://www.businessinsider.com/cyber-thieves-took-data-on-145-million-ebay-customers-by-hacking-3-corporate-employees-2014-5?r=US&IR=T,,169,ebay,752826,ebay,ebayinc.com,1995.0,internet,10001+,"san jose, california, united states",united states,linkedin.com/company/ebay,10115,26752,2014-07-16,New York Times,EBay Posts Profit Despite Security BreachNYT Now,http://www.nytimes.com/2014/07/17/technology/ebay-posts-profit-despite-security-breach.html,Yes,EBay
9951,Ebay,,145000000,2014,2014-05-01,"Hackers attacked between late February and early March, using the login credentials of three corporate employees. They then accessed a database containing all user records.",web,hacked,y,1.0,"145,000,000",Business Insider,https://www.businessinsider.com/cyber-thieves-took-data-on-145-million-ebay-customers-by-hacking-3-corporate-employees-2014-5?r=US&IR=T,,169,ebay,752826,ebay,ebayinc.com,1995.0,internet,10001+,"san jose, california, united states",united states,linkedin.com/company/ebay,10115,26752,2014-05-22,CNBC,EBay breach may be second-largest in US history,http://www.cnbc.com/id/101696109,Yes,EBay
9952,Ebay,,145000000,2014,2014-05-01,"Hackers attacked between late February and early March, using the login credentials of three corporate employees. They then accessed a database containing all user records.",web,hacked,y,1.0,"145,000,000",Business Insider,https://www.businessinsider.com/cyber-thieves-took-data-on-145-million-ebay-customers-by-hacking-3-corporate-employees-2014-5?r=US&IR=T,,169,ebay,752826,ebay,ebayinc.com,1995.0,internet,10001+,"san jose, california, united states",united states,linkedin.com/company/ebay,10115,26752,2014-05-21,CNBC,EBay says client information stolen in hacking attack,http://www.cnbc.com/id/101692205,True,EBay
9953,Ebay,,145000000,2014,2014-05-01,"Hackers attacked between late February and early March, using the login credentials of three corporate employees. They then accessed a database containing all user records.",web,hacked,y,1.0,"145,000,000",Business Insider,https://www.businessinsider.com/cyber-thieves-took-data-on-145-million-ebay-customers-by-hacking-3-corporate-employees-2014-5?r=US&IR=T,,169,ebay,752826,ebay,ebayinc.com,1995.0,internet,10001+,"san jose, california, united states",united states,linkedin.com/company/ebay,10115,26752,2014-05-21,USA Today,EBay urging users to change passwords after breach,http://www.usatoday.com/story/tech/2014/05/21/ebay-breach/9368969/,Yes,EBay
9954,Ebay,,145000000,2014,2014-05-01,"Hackers attacked between late February and early March, using the login credentials of three corporate employees. They then accessed a database containing all user records.",web,hacked,y,1.0,"145,000,000",Business Insider,https://www.businessinsider.com/cyber-thieves-took-data-on-145-million-ebay-customers-by-hacking-3-corporate-employees-2014-5?r=US&IR=T,,169,ebay,752826,ebay,ebayinc.com,1995.0,internet,10001+,"san jose, california, united states",united states,linkedin.com/company/ebay,10115,26752,2014-05-21,New York Post,EBay: Hackers stole users’ personal data,http://nypost.com/2014/05/21/ebay-mysteriously-deletes-call-to-change-passwords/,True,EBay
9955,Ebay,,145000000,2014,2014-05-01,"Hackers attacked between late February and early March, using the login credentials of three corporate employees. They then accessed a database containing all user records.",web,hacked,y,1.0,"145,000,000",Business Insider,https://www.businessinsider.com/cyber-thieves-took-data-on-145-million-ebay-customers-by-hacking-3-corporate-employees-2014-5?r=US&IR=T,,169,ebay,752826,ebay,ebayinc.com,1995.0,internet,10001+,"san jose, california, united states",united states,linkedin.com/company/ebay,10115,26752,2014-05-23,CNBC,EBay: No cash or free credit checks after hack,http://www.cnbc.com/id/101701990,True,EBay
9956,Ebay,,145000000,2014,2014-05-01,"Hackers attacked between late February and early March, using the login credentials of three corporate employees. They then accessed a database containing all user records.",web,hacked,y,1.0,"145,000,000",Business Insider,https://www.businessinsider.com/cyber-thieves-took-data-on-145-million-ebay-customers-by-hacking-3-corporate-employees-2014-5?r=US&IR=T,,169,ebay,752826,ebay,ebayinc.com,1995.0,internet,10001+,"san jose, california, united states",united states,linkedin.com/company/ebay,10115,26752,2014-05-22,The Guardian,Ebay denies 'stolen database' is real,http://www.theguardian.com/technology/2014/may/22/ebay-denies-stolen-database-on-sale-for-145-bitcoin-is-authentic,True,Ebay
9957,Ebay,,145000000,2014,2014-05-01,"Hackers attacked between late February and early March, using the login credentials of three corporate employees. They then accessed a database containing all user records.",web,hacked,y,1.0,"145,000,000",Business Insider,https://www.businessinsider.com/cyber-thieves-took-data-on-145-million-ebay-customers-by-hacking-3-corporate-employees-2014-5?r=US&IR=T,,169,ebay,752826,ebay,ebayinc.com,1995.0,internet,10001+,"san jose, california, united states",united states,linkedin.com/company/ebay,10115,26752,2014-05-21,The Guardian,Ebay hack Q&A: should I change my password?,http://www.theguardian.com/technology/2014/may/21/ebay-hack-pasword-change-q-and-a,True,Ebay
