,year,corpName,breachType,numRecords,industry,numCustomers,numEmployees,recordType,sensitivity
7270,2008,UPMC,Ransomware,893271,Healthcare,,,,
7701,2008,UPMC,Phishing,818108,Healthcare,,,,
7922,2008,UPMC,DDoS Attack,288397,Healthcare,,,,
7955,2008,UPMC,Malware,49829,Healthcare,,,,
8828,2008,UPMC,Insider Threat,967340,Healthcare,,,,
630,2009,UPMC,Physical Breach,636463,Healthcare,,,,
3180,2009,UPMC,Phishing,19313,Healthcare,,,,
3218,2009,UPMC,Physical Breach,254584,Healthcare,,,,
4296,2009,UPMC,Phishing,323770,Healthcare,,,,
4583,2009,UPMC,Malware,110548,Healthcare,,,,
4996,2009,UPMC,Malware,785491,Healthcare,,,,
7978,2009,UPMC,Password Guessing,285466,Healthcare,,,,
9513,2009,UPMC,Phishing,215272,Healthcare,,,,
1142,2010,UPMC,Ransomware,208212,Healthcare,,,,
1487,2010,UPMC,DDoS Attack,656425,Healthcare,,,,
1658,2010,UPMC,Malware,605411,Healthcare,,,,
3198,2010,UPMC,DDoS Attack,688294,Healthcare,,,,
4721,2010,UPMC,DDoS Attack,25967,Healthcare,,,,
7979,2010,UPMC,Phishing,744522,Healthcare,,,,
9351,2010,UPMC,DDoS Attack,223828,Healthcare,,,,
12194,2010,UPMC,Ransomware,131372,Government,,,,
259,2011,UPMC,Phishing,585801,Healthcare,,,,
321,2011,UPMC,Password Guessing,957411,Healthcare,,,,
868,2011,UPMC,Phishing,121219,Healthcare,,,,
959,2011,UPMC,Physical Breach,944462,Healthcare,,,,
3062,2011,UPMC,DDoS Attack,895428,Healthcare,,,,
3169,2011,UPMC,Insider Threat,112668,Healthcare,,,,
3238,2011,UPMC,Ransomware,347351,Healthcare,,,,
4791,2011,UPMC,DDoS Attack,765504,Healthcare,,,,
5398,2011,UPMC,Phishing,400530,Healthcare,,,,
6383,2011,UPMC,Password Guessing,902680,Healthcare,,,,
6419,2011,UPMC,Physical Breach,188081,Healthcare,,,,
6754,2011,UPMC,Ransomware,758292,Healthcare,,,,
6926,2011,UPMC,Physical Breach,472749,Healthcare,,,,
6935,2011,UPMC,Malware,663749,Healthcare,,,,
8505,2011,UPMC,Ransomware,164407,Healthcare,,,,
8738,2011,UPMC,Ransomware,106416,Healthcare,,,,
9687,2011,UPMC,Insider Threat,864662,Healthcare,,,,
9823,2011,UPMC,Malware,609725,Healthcare,,,,
10890,2011,UPMC,Physical Breach,221748,Retail,,,,
681,2012,UPMC,Ransomware,722403,Healthcare,,,,
2359,2012,UPMC,Physical Breach,848697,Healthcare,,,,
2563,2012,UPMC,Malware,865278,Healthcare,,,,
3444,2012,UPMC,Ransomware,795714,Healthcare,,,,
4187,2012,UPMC,Insider Threat,290621,Healthcare,,,,
4642,2012,UPMC,DDoS Attack,616829,Healthcare,,,,
4802,2012,UPMC,Physical Breach,273944,Healthcare,,,,
6962,2012,UPMC,Insider Threat,646918,Healthcare,,,,
7401,2012,UPMC,Physical Breach,189820,Healthcare,,,,
1985,2013,UPMC,Password Guessing,34099,Healthcare,,,,
5932,2013,UPMC,DDoS Attack,587225,Healthcare,,,,
6824,2013,UPMC,Ransomware,234665,Healthcare,,,,
7465,2013,UPMC,Insider Threat,21121,Healthcare,,,,
8348,2013,UPMC,Malware,213571,Healthcare,,,,
9174,2013,UPMC,Phishing,632292,Healthcare,,,,
9748,2013,UPMC,Phishing,821721,Healthcare,,,,
10806,2013,UPMC,Password Guessing,720260,Government,,,,
300,2014,UPMC,Malware,560565,Healthcare,,,,
413,2014,UPMC,Phishing,333731,Healthcare,,,,
3307,2014,UPMC,Password Guessing,792935,Healthcare,,,,
5186,2014,UPMC,Malware,775103,Healthcare,,,,
6018,2014,UPMC,Phishing,684574,Healthcare,,,,
6161,2014,UPMC,Malware,610237,Healthcare,,,,
6723,2014,UPMC,Password Guessing,584696,Healthcare,,,,
7061,2014,UPMC,Insider Threat,442432,Healthcare,,,,
7468,2014,UPMC,Password Guessing,361113,Healthcare,,,,
9084,2014,UPMC,Ransomware,984101,Healthcare,,,,
9186,2014,UPMC,Phishing,357798,Healthcare,,,,
9443,2014,UPMC,Malware,758948,Healthcare,,,,
10535,2014,UPMC,Phishing,323408,Finance,,,,
6,2015,UPMC,Insider Threat,93422,Healthcare,,,,
713,2015,UPMC,Insider Threat,710920,Healthcare,,,,
4826,2015,UPMC,Malware,257278,Healthcare,,,,
5389,2015,UPMC,Physical Breach,765988,Healthcare,,,,
9682,2015,UPMC,Insider Threat,283484,Healthcare,,,,
12166,2015,UPMC,DDoS Attack,641176,Retail,,,,
907,2016,UPMC,Malware,792666,Healthcare,,,,
1713,2016,UPMC,Physical Breach,928382,Healthcare,,,,
1734,2016,UPMC,Insider Threat,754067,Healthcare,,,,
2893,2016,UPMC,Physical Breach,883409,Healthcare,,,,
3029,2016,UPMC,DDoS Attack,925529,Healthcare,,,,
4460,2016,UPMC,Insider Threat,397981,Healthcare,,,,
4999,2016,UPMC,Malware,694440,Healthcare,,,,
5039,2016,UPMC,Ransomware,271147,Healthcare,,,,
5091,2016,UPMC,Malware,892744,Healthcare,,,,
6854,2016,UPMC,Malware,708857,Healthcare,,,,
8662,2016,UPMC,Ransomware,715248,Healthcare,,,,
11801,2016,UPMC,Password Guessing,681668,Technology,,,,
4286,2017,UPMC,DDoS Attack,395542,Healthcare,,,,
5841,2017,UPMC,Ransomware,93980,Healthcare,,,,
7265,2017,UPMC,Malware,490739,Healthcare,,,,
11156,2017,UPMC,Password Guessing,880613,Finance,,,,
11244,2017,UPMC,Ransomware,329752,Healthcare,,,,
1124,2018,UPMC,Malware,696632,Healthcare,,,,
4725,2018,UPMC,Phishing,422390,Healthcare,,,,
8755,2018,UPMC,Insider Threat,921971,Healthcare,,,,
11902,2018,UPMC,Physical Breach,101399,Finance,,,,
5058,2019,UPMC,DDoS Attack,35990,Healthcare,,,,
5642,2019,UPMC,DDoS Attack,651566,Healthcare,,,,
6830,2019,UPMC,Password Guessing,283267,Healthcare,,,,
7715,2019,UPMC,Physical Breach,270263,Healthcare,,,,
9077,2019,UPMC,Phishing,470706,Healthcare,,,,
9711,2019,UPMC,Insider Threat,529404,Healthcare,,,,
2963,2020,UPMC,Ransomware,611950,Healthcare,,,,
3971,2020,UPMC,Physical Breach,569074,Healthcare,,,,
4785,2020,UPMC,Ransomware,540470,Healthcare,,,,
6379,2020,UPMC,Ransomware,232374,Healthcare,,,,
10489,2020,UPMC,Phishing,720190,Retail,,,,
10918,2020,UPMC,DDoS Attack,305796,Retail,,,,
10968,2020,UPMC,Ransomware,528901,Healthcare,,,,
11313,2020,UPMC,Password Guessing,553223,Retail,,,,
11722,2020,UPMC,Ransomware,83644,Technology,,,,
1363,2021,UPMC,DDoS Attack,199148,Healthcare,,,,
4249,2021,UPMC,Ransomware,529413,Healthcare,,,,
4787,2021,UPMC,Insider Threat,687002,Healthcare,,,,
4869,2021,UPMC,Ransomware,904912,Healthcare,,,,
5587,2021,UPMC,Phishing,988207,Healthcare,,,,
6896,2021,UPMC,Password Guessing,104589,Healthcare,,,,
7321,2021,UPMC,Insider Threat,660813,Healthcare,,,,
7957,2021,UPMC,Physical Breach,217246,Healthcare,,,,
8672,2021,UPMC,Ransomware,198446,Healthcare,,,,
9043,2021,UPMC,Ransomware,548175,Healthcare,,,,
9932,2021,UPMC,Ransomware,955688,Healthcare,,,,
411,2022,UPMC,Phishing,266978,Healthcare,,,,
3408,2022,UPMC,Physical Breach,645091,Healthcare,,,,
3540,2022,UPMC,Insider Threat,985434,Healthcare,,,,
5528,2022,UPMC,Malware,415587,Healthcare,,,,
6364,2022,UPMC,Insider Threat,534163,Healthcare,,,,
8014,2022,UPMC,Password Guessing,253591,Healthcare,,,,
8586,2022,UPMC,Ransomware,997353,Healthcare,,,,
9079,2022,UPMC,Malware,146732,Healthcare,,,,
617,2023,UPMC,DDoS Attack,256376,Healthcare,,,,
1418,2023,UPMC,Ransomware,617708,Healthcare,,,,
2168,2023,UPMC,Physical Breach,997536,Healthcare,,,,
5824,2023,UPMC,Malware,215726,Healthcare,,,,
6124,2023,UPMC,Password Guessing,892311,Healthcare,,,,
9981,2023,UPMC,Malware,311181,Healthcare,,,,
1226,2024,UPMC,Physical Breach,557822,Healthcare,,,,
2559,2024,UPMC,Physical Breach,208581,Healthcare,,,,
5232,2024,UPMC,DDoS Attack,238093,Healthcare,,,,
8582,2024,UPMC,Phishing,608131,Healthcare,,,,
10605,2024,UPMC,Insider Threat,722922,Healthcare,,,,
11001,2024,UPMC,Password Guessing,582940,Government,,,,
2802,2000,US Bancorp,Password Guessing,404038,Finance,,,,
3095,2000,US Bancorp,Malware,133332,Finance,,,,
3534,2000,US Bancorp,DDoS Attack,878317,Finance,,,,
3844,2000,US Bancorp,Password Guessing,574146,Finance,,,,
6523,2000,US Bancorp,Insider Threat,496088,Finance,,,,
8235,2000,US Bancorp,Password Guessing,826021,Finance,,,,
690,2001,US Bancorp,Physical Breach,217247,Finance,,,,
747,2001,US Bancorp,Malware,439527,Finance,,,,
2826,2001,US Bancorp,Password Guessing,483591,Finance,,,,
3249,2001,US Bancorp,Insider Threat,239316,Finance,,,,
4643,2001,US Bancorp,Phishing,406308,Finance,,,,
7470,2001,US Bancorp,Password Guessing,471627,Finance,,,,
8826,2001,US Bancorp,Malware,39770,Finance,,,,
10212,2001,US Bancorp,Phishing,481704,Retail,,,,
895,2002,US Bancorp,Insider Threat,223367,Finance,,,,
968,2002,US Bancorp,Physical Breach,776201,Finance,,,,
1574,2002,US Bancorp,Malware,1601,Finance,,,,
1797,2002,US Bancorp,Phishing,476148,Finance,,,,
6152,2002,US Bancorp,Physical Breach,534162,Finance,,,,
7379,2002,US Bancorp,Password Guessing,710095,Finance,,,,
7759,2002,US Bancorp,Malware,225219,Finance,,,,
8487,2002,US Bancorp,Malware,281807,Finance,,,,
9128,2002,US Bancorp,Malware,804523,Finance,,,,
11163,2002,US Bancorp,Insider Threat,555366,Finance,,,,
11171,2002,US Bancorp,Password Guessing,781218,Technology,,,,
2346,2003,US Bancorp,Malware,808743,Finance,,,,
3322,2003,US Bancorp,Physical Breach,474602,Finance,,,,
4049,2003,US Bancorp,Password Guessing,216948,Finance,,,,
4626,2003,US Bancorp,DDoS Attack,353905,Finance,,,,
5061,2003,US Bancorp,DDoS Attack,675662,Finance,,,,
5137,2003,US Bancorp,Phishing,586450,Finance,,,,
6004,2003,US Bancorp,Password Guessing,840893,Finance,,,,
6720,2003,US Bancorp,DDoS Attack,431091,Finance,,,,
11307,2003,US Bancorp,Physical Breach,324091,Retail,,,,
2859,2004,US Bancorp,Password Guessing,234236,Finance,,,,
3477,2004,US Bancorp,Phishing,928697,Finance,,,,
3557,2004,US Bancorp,DDoS Attack,801679,Finance,,,,
3619,2004,US Bancorp,Physical Breach,619016,Finance,,,,
3797,2004,US Bancorp,DDoS Attack,243208,Finance,,,,
4259,2004,US Bancorp,Password Guessing,687649,Finance,,,,
5766,2004,US Bancorp,Ransomware,590526,Finance,,,,
8130,2004,US Bancorp,Ransomware,139396,Finance,,,,
8390,2004,US Bancorp,Password Guessing,808812,Finance,,,,
8830,2004,US Bancorp,Physical Breach,703560,Finance,,,,
9271,2004,US Bancorp,Phishing,623113,Finance,,,,
1173,2005,US Bancorp,Password Guessing,495837,Finance,,,,
1814,2005,US Bancorp,Phishing,15694,Finance,,,,
2274,2005,US Bancorp,DDoS Attack,587242,Finance,,,,
2402,2005,US Bancorp,DDoS Attack,417798,Finance,,,,
2626,2005,US Bancorp,Ransomware,202775,Finance,,,,
11472,2005,US Bancorp,Malware,353365,Retail,,,,
11540,2005,US Bancorp,Phishing,548527,Government,,,,
1033,2006,US Bancorp,Physical Breach,448220,Finance,,,,
2123,2006,US Bancorp,Ransomware,268495,Finance,,,,
2302,2006,US Bancorp,Ransomware,309729,Finance,,,,
4630,2006,US Bancorp,Ransomware,703309,Finance,,,,
4803,2006,US Bancorp,Phishing,966893,Finance,,,,
5938,2006,US Bancorp,Malware,720363,Finance,,,,
7949,2006,US Bancorp,DDoS Attack,959864,Finance,,,,
8651,2006,US Bancorp,Phishing,703422,Finance,,,,
8666,2006,US Bancorp,DDoS Attack,507068,Finance,,,,
8822,2006,US Bancorp,Password Guessing,195062,Finance,,,,
10874,2006,US Bancorp,Password Guessing,964861,Finance,,,,
11435,2006,US Bancorp,Password Guessing,867868,Finance,,,,
95,2007,US Bancorp,DDoS Attack,315889,Finance,,,,
1187,2007,US Bancorp,Physical Breach,381343,Finance,,,,
2217,2007,US Bancorp,DDoS Attack,680219,Finance,,,,
4361,2007,US Bancorp,Ransomware,312764,Finance,,,,
9906,2007,US Bancorp,DDoS Attack,225465,Finance,,,,
11086,2007,US Bancorp,DDoS Attack,124895,Retail,,,,
11958,2007,US Bancorp,Phishing,822467,Finance,,,,
12032,2007,US Bancorp,Ransomware,150892,Technology,,,,
349,2008,US Bancorp,DDoS Attack,477719,Finance,,,,
431,2008,US Bancorp,Physical Breach,444621,Finance,,,,
1733,2008,US Bancorp,DDoS Attack,676049,Finance,,,,
2992,2008,US Bancorp,Physical Breach,451938,Finance,,,,
3368,2008,US Bancorp,DDoS Attack,69603,Finance,,,,
4861,2008,US Bancorp,Insider Threat,775138,Finance,,,,
5875,2008,US Bancorp,DDoS Attack,364978,Finance,,,,
7411,2008,US Bancorp,Phishing,65153,Finance,,,,
7507,2008,US Bancorp,Physical Breach,542010,Finance,,,,
7844,2008,US Bancorp,Password Guessing,538114,Finance,,,,
11271,2008,US Bancorp,Malware,978204,Finance,,,,
11631,2008,US Bancorp,Physical Breach,184146,Healthcare,,,,
12272,2008,US Bancorp,Password Guessing,47447,Healthcare,,,,
171,2009,US Bancorp,Physical Breach,318003,Finance,,,,
316,2009,US Bancorp,Phishing,686572,Finance,,,,
725,2009,US Bancorp,Insider Threat,936532,Finance,,,,
1201,2009,US Bancorp,Malware,239641,Finance,,,,
1259,2009,US Bancorp,Insider Threat,944245,Finance,,,,
2356,2009,US Bancorp,Ransomware,587311,Finance,,,,
3656,2009,US Bancorp,DDoS Attack,491465,Finance,,,,
3751,2009,US Bancorp,Insider Threat,588411,Finance,,,,
5869,2009,US Bancorp,Ransomware,984775,Finance,,,,
6833,2009,US Bancorp,Physical Breach,197049,Finance,,,,
9153,2009,US Bancorp,Physical Breach,483072,Finance,,,,
10199,2009,US Bancorp,Password Guessing,635551,Technology,,,,
10935,2009,US Bancorp,Password Guessing,978912,Healthcare,,,,
11348,2009,US Bancorp,Password Guessing,546669,Healthcare,,,,
12090,2009,US Bancorp,Physical Breach,530616,Finance,,,,
846,2010,US Bancorp,Malware,600982,Finance,,,,
1305,2010,US Bancorp,Ransomware,792434,Finance,,,,
2553,2010,US Bancorp,Phishing,660225,Finance,,,,
3120,2010,US Bancorp,Physical Breach,147235,Finance,,,,
3340,2010,US Bancorp,DDoS Attack,910718,Finance,,,,
3641,2010,US Bancorp,DDoS Attack,103419,Finance,,,,
5347,2010,US Bancorp,Malware,390922,Finance,,,,
5414,2010,US Bancorp,Ransomware,405107,Finance,,,,
9226,2010,US Bancorp,Ransomware,772654,Finance,,,,
9613,2010,US Bancorp,Malware,110773,Finance,,,,
10541,2010,US Bancorp,Password Guessing,571114,Finance,,,,
11239,2010,US Bancorp,Insider Threat,742059,Retail,,,,
12197,2010,US Bancorp,DDoS Attack,74806,Government,,,,
52,2011,US Bancorp,Insider Threat,562091,Finance,,,,
3400,2011,US Bancorp,DDoS Attack,948600,Finance,,,,
3550,2011,US Bancorp,DDoS Attack,204266,Finance,,,,
5488,2011,US Bancorp,Ransomware,13808,Finance,,,,
8534,2011,US Bancorp,Malware,867068,Finance,,,,
8794,2011,US Bancorp,Physical Breach,860497,Finance,,,,
8821,2011,US Bancorp,Malware,992653,Finance,,,,
8914,2011,US Bancorp,Phishing,350043,Finance,,,,
10486,2011,US Bancorp,Insider Threat,34334,Government,,,,
10819,2011,US Bancorp,DDoS Attack,227618,Finance,,,,
11700,2011,US Bancorp,DDoS Attack,966628,Healthcare,,,,
2069,2012,US Bancorp,Malware,823144,Finance,,,,
2104,2012,US Bancorp,Malware,331434,Finance,,,,
2160,2012,US Bancorp,DDoS Attack,920614,Finance,,,,
2177,2012,US Bancorp,DDoS Attack,528213,Finance,,,,
2336,2012,US Bancorp,Password Guessing,454189,Finance,,,,
2357,2012,US Bancorp,Phishing,534786,Finance,,,,
3236,2012,US Bancorp,Ransomware,946072,Finance,,,,
4417,2012,US Bancorp,Password Guessing,814231,Finance,,,,
5180,2012,US Bancorp,Phishing,308775,Finance,,,,
7655,2012,US Bancorp,Malware,595069,Finance,,,,
9755,2012,US Bancorp,Ransomware,854998,Finance,,,,
9759,2012,US Bancorp,Ransomware,859800,Finance,,,,
9990,2012,US Bancorp,Ransomware,676787,Finance,,,,
10921,2012,US Bancorp,Ransomware,234462,Healthcare,,,,
11544,2012,US Bancorp,Password Guessing,960941,Healthcare,,,,
732,2013,US Bancorp,Ransomware,296932,Finance,,,,
956,2013,US Bancorp,DDoS Attack,829379,Finance,,,,
991,2013,US Bancorp,Password Guessing,596908,Finance,,,,
2711,2013,US Bancorp,DDoS Attack,214986,Finance,,,,
4346,2013,US Bancorp,Password Guessing,299580,Finance,,,,
6022,2013,US Bancorp,Physical Breach,556236,Finance,,,,
6907,2013,US Bancorp,Ransomware,896977,Finance,,,,
7387,2013,US Bancorp,Password Guessing,397115,Finance,,,,
8243,2013,US Bancorp,Insider Threat,940331,Finance,,,,
11034,2013,US Bancorp,Physical Breach,620480,Finance,,,,
11063,2013,US Bancorp,Malware,798448,Retail,,,,
1022,2014,US Bancorp,Password Guessing,472600,Finance,,,,
2690,2014,US Bancorp,Physical Breach,275647,Finance,,,,
3790,2014,US Bancorp,Phishing,985268,Finance,,,,
4455,2014,US Bancorp,Phishing,606698,Finance,,,,
6290,2014,US Bancorp,Ransomware,859007,Finance,,,,
6479,2014,US Bancorp,Ransomware,1614,Finance,,,,
10011,2014,US Bancorp,Password Guessing,757472,Government,,,,
10101,2014,US Bancorp,Phishing,40880,Retail,,,,
10763,2014,US Bancorp,Password Guessing,507673,Healthcare,,,,
11411,2014,US Bancorp,Phishing,267009,Retail,,,,
1540,2015,US Bancorp,Physical Breach,482379,Finance,,,,
5549,2015,US Bancorp,Physical Breach,801867,Finance,,,,
6507,2015,US Bancorp,Ransomware,461530,Finance,,,,
7212,2015,US Bancorp,DDoS Attack,834950,Finance,,,,
10125,2015,US Bancorp,Phishing,355751,Retail,,,,
10923,2015,US Bancorp,Physical Breach,98556,Technology,,,,
1214,2016,US Bancorp,Password Guessing,625143,Finance,,,,
2235,2016,US Bancorp,Password Guessing,352137,Finance,,,,
2334,2016,US Bancorp,Physical Breach,745262,Finance,,,,
3994,2016,US Bancorp,Ransomware,133934,Finance,,,,
4917,2016,US Bancorp,DDoS Attack,579330,Finance,,,,
5741,2016,US Bancorp,Malware,110379,Finance,,,,
6972,2016,US Bancorp,Insider Threat,989832,Finance,,,,
8248,2016,US Bancorp,Physical Breach,174115,Finance,,,,
9201,2016,US Bancorp,Malware,382167,Finance,,,,
11744,2016,US Bancorp,Ransomware,598654,Technology,,,,
11961,2016,US Bancorp,Ransomware,255275,Healthcare,,,,
441,2017,US Bancorp,Phishing,415118,Finance,,,,
3217,2017,US Bancorp,Password Guessing,936320,Finance,,,,
3710,2017,US Bancorp,Insider Threat,502883,Finance,,,,
3768,2017,US Bancorp,DDoS Attack,667451,Finance,,,,
3951,2017,US Bancorp,Password Guessing,709899,Finance,,,,
4258,2017,US Bancorp,Physical Breach,199791,Finance,,,,
4400,2017,US Bancorp,Physical Breach,312588,Finance,,,,
5710,2017,US Bancorp,Insider Threat,345355,Finance,,,,
10061,2017,US Bancorp,Malware,436798,Government,,,,
10279,2017,US Bancorp,DDoS Attack,460792,Government,,,,
10554,2017,US Bancorp,DDoS Attack,810277,Technology,,,,
10938,2017,US Bancorp,Password Guessing,8849,Government,,,,
11421,2017,US Bancorp,Malware,655165,Retail,,,,
28,2018,US Bancorp,Ransomware,380167,Finance,,,,
580,2018,US Bancorp,Ransomware,990178,Finance,,,,
1543,2018,US Bancorp,Malware,279607,Finance,,,,
